,Author last name,Author first name,birth_year,cave_canem_indicator,region,City of birth,State,Country,Childhood note,Community college or university,Graduate,Iowa,public_private_indicator,Ivy,HBCU,Poem Title,f0Mean,f0Range2sd,f0Entropy,f0MeanAbsVelocity,f0MeanAbsAccel,PauseCount,PauseRate,PauseDutyCycle,MeanPauseDuration,ComplexityAllPauses,ComplexitySyllables,ComplexityPhrases,IntensitySegmentMeanSD,IntensityMeanAbsVelocity,IntensityMeanAbsAccel,Dynamism,undergrad_study_indicator,graduate_study_indicator,poet_full_name
107,Elhillo,Safia,1990.0,1,Northeast,Rockville ,Maryland,USA,,Gallatin School at New York University,The New School,0,1,0,0,Self Portrait With A Yellow Dress_Wobj.mat,241.1106591,0.6876043270000001,3.045294895,1.244961037,1.504513276,61,0.49710699999999997,0.265504034,0.534098361,4.159278324,11.34548068,2.852076565,5.748076778,226.3136234,222.1205076,2.956142165,1,1,Elhillo Safia
108,Elhillo,Safia,1990.0,1,Northeast,Rockville ,Maryland,USA,,Gallatin School at New York University,The New School,0,1,0,0,To Make Use of Water_Wobj.mat,216.32062090000002,0.666624721,2.988472049,1.497490786,1.382057396,71,0.6763837290000001,0.285081452,0.421478873,5.128991963,13.56973483,2.3935295830000003,4.885711705,237.66964199999998,205.0431173,3.1788157139999997,1,1,Elhillo Safia
109,Ingram,Tonya ,1991.0,0,Other,,,,,,,0,0,0,0,Thirteen_Wobj.mat,307.1679809,1.500048073,3.615496045,2.026668434,1.9008847569999998,256,1.466754519,0.32881657,0.22417968800000002,10.37557242,15.542649800000001,2.8965139669999997,5.866237086,202.130391,195.00931359999998,4.009622558999999,0,0,Ingram Tonya 
110,Ingram,Tonya ,1991.0,0,Other,,,,,,,0,0,0,0,Unsolicited Advice_Wobj.mat,341.208945,0.999964257,2.815208379,0.539636417,0.56178374,196,0.948991696,0.259665432,0.273622449,6.941713425,7.387932622999999,3.1553242839999998,5.837672266,299.9179689,420.92839389999995,2.141303718,0,0,Ingram Tonya 
111,Mans,Jasmine Nicole  ,1991.0,0,Northeast,Newark,New Jersey ,USA,,University of Wisconsin ,,0,0,0,0,Footnotes for Kanye_Wobj.mat,238.8227191,1.37504674,4.104633289,1.491105329,1.381450986,274,0.970994206,0.278700144,0.287025547,7.103781721,14.17346086,2.377249789,9.166488766,241.5302713,259.8962936,3.528245568,1,0,Mans Jasmine Nicole  
112,Mans,Jasmine Nicole  ,1991.0,0,Northeast,Newark,New Jersey ,USA,,University of Wisconsin ,,0,0,0,0,You Gone Get This Work_Wobj.mat,233.09254019999997,1.229007395,4.041345628,1.673267316,1.745230255,212,0.92459331,0.30206289,0.326698113,6.955871168,14.50564241,1.7220846090000002,7.12874485,189.15941980000002,169.8128075,3.580282941,1,0,Mans Jasmine Nicole  
113,Howard,Zora,1993.0,0,Other,,,,,,,0,0,0,0,On Things of Which I am Ashamed_Wobj.mat,260.3859161,1.208318971,3.957116809,1.4694861940000001,1.405494225,339,1.019150407,0.382797703,0.37560472,7.586123668,14.19357802,2.552790822,7.043357381,202.1631572,192.26683880000002,3.4939607219999997,0,0,Howard Zora
114,Howard,Zora,1993.0,0,Other,,,,,,,0,0,0,0,Sista girlfriend_Wobj.mat,248.6667306,1.395988791,4.152316077,1.5238672359999998,1.5511318180000002,354,1.1332170240000001,0.33687597,0.297274011,8.210572569,15.10542607,2.498869912,6.439581626,209.67514730000002,211.91462719999998,3.6280123160000004,0,0,Howard Zora
115,Davis,Kai,1994.0,0,Northeast,Philadelphia,Pennsylvania,USA,"Dawson grew up in Colombia, Maryland ",Temple University,,0,1,0,0,Ain_t I a Woman_Wobj.mat,265.1863106,0.666658674,2.946375966,1.199091156,1.297290573,164,1.1607743209999999,0.301624376,0.259847561,8.476863974,13.09451853,3.924474062,5.9200395310000005,307.0291067,358.4598655,3.128133467,1,0,Davis Kai
116,Davis,Kai,1994.0,0,Northeast,Philadelphia,Pennsylvania,USA,"Dawson grew up in Colombia, Maryland ",Temple University,,0,1,0,0,Fck I Look Like_Wobj.mat,268.3030471,1.2083863559999999,3.720855585,1.1309249190000001,1.2072011870000001,163,0.89634314,0.194445972,0.216932515,6.664870791,13.758077599999998,3.707334378,3.931968935,282.3306413,349.7628962,3.287461038,1,0,Davis Kai
117,Gorman,Amanda,1998.0,0,Other,,,,,,,0,0,0,0,In this place An American Lyric_Wobj.mat,218.365984,0.87499305,3.444894698,1.33130012,1.296282045,251,0.79716704,0.246740667,0.309521912,6.101144842999999,12.92349233,2.177172019,5.547088959,217.97543330000002,210.1872491,3.103366665,0,0,Gorman Amanda
118,Gorman,Amanda,1998.0,0,Other,,,,,,,0,0,0,0,Neighborhood Anthem_Wobj.mat,263.49576890000003,1.250646815,4.065179541,0.989281028,1.30841846,235,0.746837857,0.185660713,0.248595745,5.902112214,13.10997911,3.4956716119999998,3.510975489,-236.34098319999998,285.76176749999996,3.201543014,0,0,Gorman Amanda
119,Kelly,Donika,1984.0,1,South,Los Angeles ,California,USA,moved to Arkansas at age 13. ,Arkansas University ,Michener Center for Writers (MFA); Vanderbilt University (PhD),0,1,0,0,I Never Figured Out by Donika Kelly_Wobj.mat,164.2411344,1.2917052409999998,2.461721895,0.8026640420000001,0.9570818999999999,58,0.84406607,0.333915448,0.39560344799999997,6.3011525189999995,15.294054000000001,3.2005854069999997,4.197631975,-196.5865072,219.10539959999997,2.583288934,1,1,Kelly Donika
120,Kelly,Donika,1984.0,1,South,Los Angeles ,California,USA,moved to Arkansas at age 13. ,Arkansas University ,Michener Center for Writers (MFA); Vanderbilt University (PhD),0,1,0,0,Love Poem Griffin_Wobj.mat,203.96430569999998,0.583289679,2.640043484,0.44006939,0.480022413,50,0.99522293,0.37231289799999995,0.3741,7.276465695,12.24974347,5.027376299,4.123576622,265.49915719999996,357.3397207,2.491519563,1,1,Kelly Donika
121,Mahmoud,Emi,1992.0,0,Other,,Darfur,Sudan,moved to Yemen as toddler and to US in 1998,Yale University ,,0,1,1,0,How to Translate a Joke_Wobj.mat,269.74164069999995,0.958346453,3.558607326,1.820545101,2.034533104,254,1.127560873,0.297138925,0.263523622,8.57824365,16.01074018,2.436221197,4.92809565,195.2467701,201.74019330000002,3.745410048,1,0,Mahmoud Emi
122,Mahmoud,Emi,1992.0,0,Other,,Darfur,Sudan,moved to Yemen as toddler and to US in 1998,Yale University ,,0,1,1,0,Mama_Wobj.mat,320.4561935,0.9166366029999999,3.4179460089999996,1.620660199,1.7571699440000002,288,1.3988391580000001,0.33414284699999997,0.238871528,10.01422767,14.91187622,3.350485095,4.547254825,208.5218704,203.7691439,3.6297031439999996,1,0,Mahmoud Emi
123,Johnston,Amanda,,1,West,East St. Louis,Illinois ,USA,"Johnston was raised in Austin, TX and began writing poetry while living in Kentucky. ",,University of Southern Maine (MFA),0,1,0,0,We Named You Mercy by Amanda Johnston_Wobj.mat,149.1554824,0.603983473,2.84981703,0.821522773,0.837423997,144,1.1800376959999999,0.383881013,0.3253125,8.658893212999999,13.59840535,2.926108741,3.3780374039999996,162.95408840000002,122.94390390000001,2.607377395,0,1,Johnston Amanda
124,Queen,Khadijah,,1,Other,,,,,University of Maryland (English 2004),,0,0,0,0,La Katrina_Wobj.mat,200.62400569999997,0.562602657,2.7604398530000003,0.515828634,0.591945975,100,1.05999576,0.44101123600000003,0.41605,7.979200894,12.53248514,3.6132230460000003,4.579573772,282.0672103,384.7467382,2.373854205,1,0,Queen Khadijah
125,Queen,Khadijah,,1,Other,,,,,University of Maryland (English 2004),,0,0,0,0,Non Sequitur_Wobj.mat,213.49975980000002,0.7916482840000001,3.3505166089999996,0.644400406,0.730443101,130,1.0343318609999999,0.44197796100000003,0.427307692,7.559414801,12.59685701,3.372661988,5.568377904,280.2805505,369.7540576,2.631385164,1,0,Queen Khadijah
126,Rollins,Alison C.,,1,Midwest,St. Louis,Missouri,USA,,Howard University ,University of Illinois Urbana-Champaign (MLIS),0,1,0,1,Free Radical_Wobj.mat,165.2384511,1.666676349,3.1882818289999997,0.820535885,0.84204892,119,0.979827089,0.42424866200000005,0.432983193,7.436699389,13.35767442,3.178589255,3.2401966489999996,136.92526819999998,119.81194140000001,2.7407164510000004,1,1,Rollins Alison C.
127,Rollins,Alison C,,1,Midwest,St. Louis,Missouri,USA,,Howard University ,University of Illinois Urbana-Champaign (MLIS),0,1,0,1,original sin_Wobj.mat,166.6730062,0.708900815,3.05407565,0.793003327,0.971868258,200,0.9221264240000001,0.45686753700000005,0.49545,6.960333337000001,13.58800591,3.19607143,3.22440843,116.62595470000001,108.7512768,2.6868396480000003,1,1,Rollins Alison C
128,Barnes,Aziza,,1,West,Los Angeles ,California,USA,,New York University ,,0,1,0,0,My Dad Asks _How Come Black Folk Can_t Just Write About Flowers__Wobj.mat,188.7801905,0.916611405,3.542280437,1.206183556,1.337222757,106,0.71033674,0.264600436,0.3725,5.578328743999999,13.89554361,1.693421226,5.988014037,197.5034524,177.1883783,2.974874738,1,0,Barnes Aziza
129,Bingham-Risher,Remica L.,,1,West,Phoenix,Arizona,USA,,Old Dominion University,Bennington College (MFA),0,1,0,0,House of the Ten Plagues_Wobj.mat,142.5843171,1.895981149,3.345863632,0.8489077740000001,1.009734889,80,0.7393032070000001,0.256584419,0.3470625,5.98874998,12.869506300000001,2.661666658,10.73725631,212.96241400000002,279.6671487,2.709995379,1,1,Bingham-Risher Remica L.
130,Barnes,Aziza,,1,West,Los Angeles ,California,USA,,New York University ,,0,1,0,0,Aunt Jemima_Wobj.mat,236.5553762,2.270987602,4.003629056,0.99801619,1.016051071,161,0.978544946,0.313134383,0.32,7.296250347999999,12.34135873,2.964101704,7.5771774579999995,281.8946639,334.7206434,3.0739993169999997,1,0,Barnes Aziza
131,Dutton,Nicole Terez,,0,Other,,,,,Brown University (B.A.),Brown University (MFA),0,1,1,0,Things that will not forget us_Wobj.mat,186.4772117,0.479363759,2.385561022,0.552474185,0.7023419740000001,65,0.837413038,0.26765009,0.319615385,6.6360748339999995,14.05234942,3.22836073,4.054529837,214.52229350000002,228.53903480000002,2.288838709,1,1,Dutton Nicole Terez
132,Dutton ,Nicole Terez,,0,Other,,,,,Brown University (B.A.),Brown University (MFA),0,1,1,0,Miles and Diz_Wobj.mat,191.7822695,1.645973121,3.1923069,1.210373952,1.483574033,127,0.862244552,0.29727069,0.34476378,6.551596147000001,14.41251608,2.368653992,4.60552588,220.0586366,229.87021600000003,3.004932836,1,1,Dutton  Nicole Terez
133,ford,t'ai freedom,,1,Other,,,,,,,0,0,0,0,Answers by tai-freedom-ford_Wobj.mat,181.8272699,1.833329519,2.6384310909999997,0.8534872370000001,0.861212364,190,0.779791098,0.29863947,0.382973684,6.135466856,11.93207526,3.1316445410000004,3.3948823339999996,162.44255780000003,192.8179564,2.544004751,0,0,ford t'ai freedom
134,ford,t'ai freedom,,1,Other,,,,,,,0,0,0,0,When a Poem Flirts by t_ai freedom ford_Wobj.mat,209.85411769999996,0.583289679,2.93914117,1.085272585,1.068924787,53,0.89008313,0.42648417200000005,0.479150943,7.162156212999999,13.66535111,3.978975674,2.407548082,177.8294024,190.503994,3.052394758,0,0,ford t'ai freedom
135,Haze,Ashlee,,0,South,Chicago,Illinois ,USA,"Haze grew up in Atlanta, GA",Georgia State University,,0,0,0,0,Ashlee Haze - For Colored Girls The Missy Elliott Poem_Wobj.mat,303.98243010000004,0.875005363,3.5053656369999997,1.7113040019999999,2.000129388,241,1.420362458,0.278945042,0.19639004100000002,10.06739174,17.21959692,1.463541531,5.040224306,246.4473498,240.1516414,3.5143450589999996,1,0,Haze Ashlee
136,Haze,Ashlee,,0,South,Chicago,Illinois ,USA,"Haze grew up in Atlanta, GA",Georgia State University,,0,0,0,0,Ashlee Haze - Shake What The Motherland Gave You_Wobj.mat,246.9499915,0.833301607,3.341376289,1.584766616,1.915556003,63,0.895077076,0.252397528,0.281984127,6.558725456,14.89901474,1.859937069,3.6708558019999997,188.3687072,171.96900219999998,3.3268221610000004,1,0,Haze Ashlee
137,Israel ,Neiel ,,0,Other,,,,,University of Massachusetts Boston ,,0,0,0,0,When a Black Man Walks_Wobj.mat,267.9571822,1.208297234,3.870205537,1.8297067930000002,1.888222127,283,1.3972548630000001,0.307050459,0.21975265,9.899430178,15.3886425,2.11590874,5.3850590810000005,225.5239273,223.77241580000003,3.770776456,1,0,Israel  Neiel 
138,Johnston,Amanda,,1,West,East St. Louis,Illinois ,USA,"Johnston was raised in Austin, TX and began writing poetry while living in Kentucky. ",,University of Southern Maine (MFA),0,1,0,0,Facing US_Wobj.mat,176.9945695,0.784323159,3.275440681,1.104724146,1.087323899,88,1.067054687,0.415969443,0.389829545,8.153592913999999,13.27928621,3.142530602,3.4437056989999997,194.5408175,174.23366819999998,3.018179412,0,1,Johnston Amanda
139,Judd,Bettina,,1,West,Baltimore ,Maryland,USA,raised in Southern California ,Spelman College,"University of Maryland (MA, Women's Studies, PhD Women's Studies)",0,1,0,1,Gravity_Wobj.mat,180.3846896,2.0,3.290997784,0.7624747909999999,0.909949635,63,0.827803692,0.26042967,0.314603175,6.297970379,11.8854041,2.646973058,3.620756765,229.28177819999996,229.9021182,2.574634185,1,1,Judd Bettina
140,Judd ,Bettina,,1,West,Baltimore ,Maryland,USA,raised in Southern California ,Spelman College,"University of Maryland (MA, Women's Studies, PhD Women's Studies)",0,1,0,1,You Be Lucy I_ll Be Betsey_Wobj.mat,171.9383363,2.08332685,3.4476288989999997,0.9337452820000001,1.0261054809999999,28,0.504959423,0.22100991899999997,0.437678571,4.724974947,13.33499761,2.180757668,3.8356506089999995,222.32970699999998,234.6448184,2.756338627,1,1,Judd  Bettina
141,Marco,Venessa,,0,Other,,,,,,,0,0,0,0,Off White by Venessa Marco_Wobj.mat,317.3612502,1.166640387,3.401124189,1.7088664180000002,1.681325933,203,1.17592539,0.36421827,0.309729064,8.77621256,14.16456654,3.274706179,8.419315536000001,220.79277349999998,227.04125219999997,3.6645560039999996,0,0,Marco Venessa
142,Marco,Venessa,,0,Other,,,,,,,0,0,0,0,Patriarchy by Venessa Marco_Wobj.mat,337.1269827,1.157266093,2.913101277,1.284645442,1.317084672,276,1.561483409,0.337585924,0.216195652,10.72778219,16.20373275,3.0772921010000003,6.232321603,258.06923309999996,272.0013714,3.174248196,0,0,Marco Venessa
143,Matthews,Airea D.,,1,Northeast,Trenton,New Jersey,USA,"Grew up for some time in Fairless Hills, PA; ",University of Pennsylvania (Economics),University of Michigan (MA Public Administration); University of Michigan (MFA),0,0,1,0,Prelude_Wobj.mat,178.1907142,0.812349471,3.262279715,0.7151989129999999,0.820171586,66,0.703512232,0.383733944,0.545454545,5.522727692999999,11.38774959,3.631382593,4.0496426439999995,256.6152067,310.3446137,2.666675862,1,1,Matthews Airea D.
144,Matthews,Airea D.,,1,Northeast,Trenton,New Jersey,USA,"Grew up for some time in Fairless Hills, PA; ",University of Pennsylvania (Economics),University of Michigan (MA Public Administration); University of Michigan (MFA),0,0,1,0,Wisdom_Wobj.mat,201.18177219999998,0.91665959,3.3756745280000002,0.999173474,0.993701253,97,0.462455304,0.12250298,0.264896907,3.806982976,11.23707546,3.36771571,3.45373753,217.28928309999998,270.3587032,2.9114319369999997,1,1,Matthews Airea D.
145,McElroy ,Colleen J. ,,0,Midwest,St. Louis,Missouri ,USA,,Kansas State University ,University of Washington (PhD in ethnolinguistic patterns of dialect differences and oral traditions),0,0,0,0,Colleen J. McElroy - The End of Civilization as We Know It _Wobj.mat,185.96442140000002,0.7290226209999999,3.282472393,1.263579488,1.5998254140000001,257,1.2680712490000001,0.445773918,0.351536965,9.36500893,14.19207178,3.1720191539999996,3.08990717,104.95301200000002,85.51299589,3.205241332,1,1,McElroy  Colleen J. 
146,Morris,Tracie,,1,NYC,Brooklyn ,New York ,USA,,,"Hunter College (MFA), New York University (PhD)",0,1,0,0,Project Princess_Wobj.mat,126.187666,1.708337751,3.8076582269999997,0.9908193000000001,1.0311906240000002,102,1.1953591940000001,0.266084613,0.222598039,8.896487733999999,19.48207677,2.8007461389999997,3.3660316089999998,232.1421647,248.7843319,3.2522992210000004,0,1,Morris Tracie
147,Morris ,Tracie,,1,NYC,Brooklyn ,New York ,USA,,,"Hunter College (MFA), New York University (PhD)",0,1,0,0,What the sister brother_Wobj.mat,150.6633199,1.166670893,2.913951584,0.9639007629999999,1.116123582,69,0.9562084259999999,0.21784922399999998,0.22782608699999998,7.371408827000001,17.09972395,2.0103842259999998,2.975886806,168.03956609999997,142.814129,2.73829865,0,1,Morris  Tracie
148,Nafis,Angel,,1,Other,,,,,Hunter College ,Warren Wilson College (MFA),0,1,0,0,Angel_s Heart Clown_s the Ocean_Wobj.mat,311.8472708,1.208318971,3.680063525,1.093616326,1.328901637,218,1.1198150759999999,0.387594709,0.346123853,8.42021694,12.53577965,3.838052373,4.369398001,259.4104829,329.9247875,3.21632854,1,1,Nafis Angel
149,Nichelle,Jae,,0,Other,,,,,Tulane University,,0,1,0,0,Friends With Benefits_Wobj.mat,287.0757157,0.958299661,3.5372656910000004,1.429634326,1.957793576,159,1.238703646,0.30410564,0.245503145,8.900722261,15.66768081,2.681627861,7.102088498,241.4830492,273.8334582,3.40862639,1,0,Nichelle Jae
150,Nichelle,Jae,,0,Midwest,Chicago,Illinois,USA,,Tulane University,,0,1,0,0,My lips_Wobj.mat,302.29916030000004,1.166640387,3.711202795,1.587015675,2.103623361,147,1.108513687,0.318037855,0.286904762,8.421495927,14.29783251,3.102656394,6.26135644,227.7245647,261.9103365,3.6226595980000003,1,0,Nichelle Jae
151,Olayiwola,Porsha (Porsha O.),,0,Midwest,Chicago,Illinois,USA,,,Emerson College (MFA),0,1,0,0,Angry Black Woman_Wobj.mat,305.0698181,1.0833181440000001,3.646698766,1.431184691,1.3915607,292,1.548784045,0.335720158,0.21676369899999998,10.64358204,14.84846026,3.4672274819999997,5.23438423,221.843625,249.6317841,3.54177697,0,1,Olayiwola Porsha (Porsha O.)
152,Olayiwola,Porsha (Porsha O.),,0,Midwest,,,,,,Emerson College (MFA),0,1,0,0,Capitalism_Wobj.mat,275.48472599999997,2.749999002,3.813543235,1.4280534219999999,1.2496601920000001,297,1.57898934,0.36510805700000004,0.231228956,10.90852552,14.46600413,3.9189887989999996,8.282209184,243.89133969999997,271.87771349999997,3.649218541,0,1,Olayiwola Porsha (Porsha O.)
153,Sinclair,Safiya,,0,Caribbean,Montego Bay,,Jamaica,,Bennington College,University of Virginia (MFA),0,1,0,0,A Bell Still Unrung by Safiya Sinclair_Wobj.mat,214.4129876,1.578127181,3.34703109,0.647106982,0.896618743,161,1.2095713909999999,0.40494346600000003,0.334782609,8.945434892,12.02711455,3.0370303639999996,10.46436489,-183.1714688,156.5685729,2.555701472,1,1,Sinclair Safiya
154,Sinclair ,Safiya,,0,Caribbean,Montego Bay,,Jamaica,,Bennington College,University of Virginia (MFA),0,1,0,0,Excerpt from _Home__Wobj.mat,196.30564850000002,1.250046127,2.873487852,0.767603805,0.89705449,116,1.03910064,0.344963497,0.33198275899999996,7.9582930329999995,14.30159779,3.299780038,6.407858772000001,-231.3446274,217.93422579999998,2.6535768330000002,1,1,Sinclair  Safiya
155,Singleton,Giovanni,,1,Northeast,Richmond,Virginia ,,,American University,New College of California ,0,1,0,0,January 18 Day 7 by giovanni singleton_Wobj.mat,177.4549332,1.250001478,4.001414114,1.410032568,1.837645732,28,0.6756756759999999,0.40516409299999995,0.5996428570000001,5.653412529,14.35788314,3.454863212,4.541839662,-145.8650031,157.9063925,3.608250473,1,1,Singleton Giovanni
156,Singleton,Giovanni,,1,Northeast,Richmond,Virginia ,,,American University,New College of California ,0,1,0,0,last cucumber from the garden in conversation w_ julie ezelle patton by giovanni singleton_Wobj.mat,142.9717338,1.854320063,3.3161344230000003,1.202545831,1.561279492,43,0.9697789809999999,0.413396482,0.42627907,7.245610901,13.00909048,4.583957917,4.298122739,156.578578,159.1632481,3.348141467,1,1,Singleton Giovanni
157,Stewart,Ebony,,0,Other,,,,,,,0,0,0,0,Happy Father_s Day_Wobj.mat,318.76598260000003,1.208318971,3.48314969,1.911650487,2.306124849,176,1.130560463,0.283603661,0.250852273,8.245512947,16.03262358,3.020158812,6.379887055,228.35291119999997,206.523749,3.903596813,0,0,Stewart Ebony
158,Stewart ,Ebony,,0,Other,,,,,,,0,0,0,0,Eve_Wobj.mat,299.43177710000003,1.3123717529999999,3.729655185,1.996335859,2.046327503,185,1.090994869,0.353895147,0.324378378,8.253670271,14.82611684,3.1949691369999997,7.929328572,196.2620044,185.0044497,4.038315573999999,0,0,Stewart  Ebony
159,Taylor,Sonya Renee,,0,Other,,,,,Hampton University,Trinity University-Washington,0,1,1,0,The Body Is Not An Apology_Wobj.mat,289.4820376,2.041664597,3.785522865,1.6848985890000001,1.5739748669999998,285,1.415902824,0.284273542,0.20077193,9.955315279,16.92552476,2.20384842,4.165487681,211.14024369999998,240.8219242,3.685568482,1,1,Taylor Sonya Renee
160,Taylor,Sonya Renee,,0,Other,,,,,Hampton University,Trinity University-Washington,0,1,1,0,What Women Deserve_Wobj.mat,250.75859049999997,2.666670873,3.938250235,0.742085271,0.83028629,79,0.37725037,0.086767585,0.23,3.079393744,11.94798271,3.079393744,5.638932056,-280.6311162,361.72779060000005,2.824168657,1,1,Taylor Sonya Renee
161,Thomas ,Amber Flora,,1,West,San Francisco,California,USA,,Humboldt State University,Washington University (MFA),0,0,0,0,Damaged Photos by Amber Flora Thomas_Wobj.mat,163.81581809999997,0.500083815,2.5874140430000003,0.51359052,0.608440643,41,0.5799151339999999,0.24137199399999998,0.416219512,4.68004125,10.80692377,2.437521485,3.4421194710000003,179.04047680000002,177.6841158,2.059973795,1,1,Thomas  Amber Flora
162,Thomas ,Amber Flora,,1,West,San Francisco,California,USA,,Humboldt State University,Washington University (MFA),0,0,0,0,Headwind by Amber Flora Thomas_Wobj.mat,182.4522176,0.5416746379999999,2.668611863,0.619141918,0.8649094999999999,33,0.508474576,0.272265023,0.535454545,4.2104965430000005,11.06643788,2.94734758,2.99616276,178.32593319999998,163.9478149,2.275169614,1,1,Thomas  Amber Flora
163,White,Simone,,1,Northeast,Middletown,Connecticut ,USA,"White was raised in Philadelphia, PA",Wesleyan University ,"Harvard Law School, The New School-New York City (MFA)",1,1,1,0,Some Creek_Wobj.mat,161.03510359999999,0.37508571700000004,2.332039656,0.535488243,0.563745607,36,0.64142539,0.23679287300000001,0.369166667,5.1536248239999995,11.20863011,2.996293503,2.142543299,229.8203364,284.05527850000004,2.1110128809999997,1,1,White Simone
164,Whitlow  ,Carolyn Beard,1945.0,1,Midwest,Detroit,Michigan ,USA,,Cornell University,Brown University (MFA),0,1,1,0,A Woman Waits on Pins and Needles_Wobj.mat,212.8761679,1.291061284,3.96776141,1.791818366,2.134044231,435,1.0808527559999999,0.388075834,0.359045977,8.138873484,13.47745535,3.1381228610000003,5.125552385,-183.9156943,178.2736614,3.861981285,1,1,Whitlow   Carolyn Beard
165,Williams ,Crystal,1970.0,0,Midwest,Detroit ,Michigan,USA,,New York University ,Cornell University (MFA),0,1,1,0,Year After Year_Wobj.mat,152.6553381,2.166661892,4.19833852,2.024631171,1.753055877,141,1.154980341,0.390850262,0.338404255,8.775086845,12.71138524,2.745945543,8.711760166,156.83102069999998,120.49509760000001,4.0504784680000006,1,1,Williams  Crystal
